"ListingDate","SalesDate","ListPrice","SaleDollarCnt","ZestimateDollarCnt","BedroomCnt","BathroomCnt","FinishedSquareFeet","YearBuilt","MajorRemodelYear","StoryCnt","RoomTotalCnt","SFR","Latitude","Longitude","PageViews"
"2015-03-26",NA,685000,NA,NA,4,2,1850,1954,NA,1,NA,1,47696690,-122324680,347
"2015-01-15",NA,375000,NA,318219,2,2,1020,2007,NA,2,NA,1,47571095,-122288488,292
"2015-03-13",NA,475000,NA,NA,2,1.5,1370,1951,NA,2,NA,1,47557169,-122299018,208
"2015-01-23","2015-02-27",595000,595000,559464,2,2,1207,1963,1980,5,NA,1,47627445,-122353683,1064
"2015-03-12",NA,489000,NA,NA,1,1.5,865,1982,1990,33,NA,1,47611120,-122322980,595
"2015-01-09","2015-02-27",309950,319950,332357,2,1,1240,1921,NA,2,NA,1,47525729,-122263476,298
"2015-02-07","2015-03-05",595000,632500,587864,5,3,2200,1906,NA,2,NA,0,47674780,-122385780,958
"2015-03-13",NA,375000,NA,NA,3,1,1130,1937,NA,1,NA,1,47731410,-122359700,168
"2015-01-07","2015-02-10",425000,485000,467316,2,1,1400,1940,NA,1,NA,1,47693743,-122315692,1495
"2015-03-20",NA,1325000,NA,NA,5,4.5,4840,1938,2000,3,NA,1,47641944,-122415469,578
"2015-04-02",NA,NA,NA,NA,NA,NA,4920,1977,1996,3,NA,1,47567470,-122386670,123
"2015-04-03",NA,310000,NA,NA,2,2,1050,1999,NA,3,NA,1,47726234,-122314140,363
"2015-01-23","2015-02-27",420000,420000,444872,4,2,1700,1950,NA,1,NA,1,47697219,-122294624,404
"2015-02-14",NA,384950,NA,NA,4,2,1860,1950,NA,1,NA,0,47710621,-122330868,550
"2015-02-23",NA,275000,NA,235454,2,1,720,1918,NA,1,NA,1,47534800,-122352690,262
"2015-03-20",NA,739000,NA,NA,4,1.75,1980,1960,NA,1,NA,1,47560718,-122391242,486
"2015-03-06",NA,650000,NA,NA,3,1.5,1790,1928,NA,2,NA,1,47574904,-122290640,493
"2015-04-03",NA,250000,NA,NA,2,1,830,1922,NA,1,NA,1,47567394,-122366545,444
"2015-01-07","2015-02-27",365000,362000,344437,2,1,920,1950,NA,1,NA,1,47706350,-122347782,949
"2015-01-23","2015-02-12",249990,250000,295647,1,1,993,1984,1984,4,NA,1,47653434,-122369949,735
"2015-03-09",NA,325000,NA,NA,2,1,770,1982,1992,4,NA,1,47625420,-122360008,350
"2015-03-10",NA,1500000,NA,NA,5,3.25,3170,1906,2006,2,NA,1,47637133,-122367270,688
"2015-03-24",NA,264950,NA,NA,2,1,1000,1951,NA,1,NA,1,47520862,-122371613,160
"2015-02-25",NA,1195000,NA,1239766,3,2.5,2380,1990,NA,2,NA,1,47585259,-122290309,865
"2015-04-01",NA,265000,NA,NA,1,1,725,1984,1984,4,NA,1,47653922,-122345747,427
"2015-04-02",NA,650000,NA,NA,3,1.75,1850,1952,NA,1,NA,1,47723508,-122362494,523
"2015-01-09","2015-01-30",525000,578000,548372,3,2,1660,1937,NA,2,NA,1,47640880,-122401435,1651
"2015-01-23","2015-02-06",210000,222000,293380,2,1,830,1950,NA,1,NA,1,47723410,-122328180,431
"2015-01-26","2015-02-06",489950,535000,503155,3,4,1930,2007,NA,3,NA,1,47671201,-122380083,1438
"2015-01-12","2015-02-26",384500,369500,376350,3,2,1108,2009,NA,3,NA,1,47696054,-122318035,912
"2015-02-05","2015-03-02",365000,400000,363717,3,3,1740,2002,NA,3,NA,1,47697986,-122348930,545
"2015-01-08","2015-02-13",650000,680200,700012,2,2,1960,1951,NA,1,NA,1,47684876,-122332661,2083
"2015-01-23","2015-02-27",698500,725000,656730,3,3,1920,1913,NA,1,NA,1,47623867,-122298027,143
"2015-03-23",NA,215000,NA,NA,1,1,510,1988,1990,4,NA,1,47638633,-122387393,306
"2015-03-11",NA,350000,NA,NA,2,1,1250,1948,NA,1,NA,1,47728446,-122338774,273
"2015-01-02","2015-02-09",695000,695000,553391,3,1,1376,1924,1975,2,NA,1,47663943,-122349290,756
"2015-01-09",NA,598000,NA,854037,6,2.5,3600,1951,NA,1,NA,1,47548005,-122260277,253
"2015-01-24","2015-03-04",209900,210000,197875,2,1,818,1978,1978,3,NA,1,47650783,-122382323,401
"2015-01-13","2015-03-04",399800,415000,381432,1,2,807,2009,2009,1,NA,1,47622383,-122340133,518
"2015-03-21",NA,299900,NA,NA,4,2,1880,1938,NA,1,NA,1,47526535,-122278435,406
"2015-03-26",NA,NA,NA,NA,3,1.75,1530,1954,NA,1,NA,1,47699080,-122381920,315
"2015-02-03",NA,NA,NA,311643,1,1,724,1913,1980,8,NA,1,47610173,-122338653,248
"2015-01-10",NA,1795000,NA,1860139,5,5,3990,2008,NA,2,NA,1,47646900,-122406555,721
"2015-03-01",NA,899000,NA,NA,3,1.75,2280,1952,2007,1,11,1,47649450,-122413415,613
"2015-01-22","2015-02-13",499950,549010,516966,2,2,1560,1942,NA,1,NA,1,47686260,-122382484,1074
"2015-03-26",NA,NA,NA,NA,3,1,1020,1940,2010,1,NA,1,47689360,-122367056,357
"2015-01-21",NA,949950,NA,847945,NA,NA,5558,1927,1977,2,NA,0,47618750,-122307280,217
"2015-03-03",NA,219000,NA,NA,NA,NA,NA,1991,1991,5,NA,1,47626499,-122347930,494
"2015-04-04",NA,768800,NA,NA,3,1,1940,1903,1981,2,NA,1,47604707,-122294053,32
"2015-01-15","2015-02-25",499000,515000,494289,2,1,970,1916,NA,1,NA,1,47660885,-122343325,532
"2015-03-07",NA,NA,NA,NA,1,1,597,1968,2002,4,NA,1,47662240,-122357167,216
"2015-01-27","2015-02-26",699000,775000,636606,3,2,1700,1924,NA,2,NA,1,47678670,-122360400,1374
"2015-03-19",NA,384950,NA,NA,2,1,1040,1915,NA,1,NA,1,47541049,-122391014,479
"2015-01-31","2015-03-03",1269000,1225000,515689,3,1,1450,1911,NA,2,NA,1,47679737,-122396286,2086
"2015-03-18",NA,475000,NA,NA,3,1,1330,1942,NA,1,NA,1,47683740,-122291240,540
"2015-03-13",NA,NA,NA,NA,2,2,797,1994,1994,6,NA,1,47619580,-122323917,46
"2015-01-21","2015-02-10",1350000,1465000,1127983,3,2,2480,1940,NA,2,NA,1,47701775,-122381205,1269
"2015-03-27",NA,910000,NA,NA,5,2.75,1510,1946,NA,2,NA,1,47665066,-122269858,525
"2015-01-28","2015-02-27",799000,906000,829923,4,3,2480,1951,NA,1,NA,1,47665620,-122273140,1762
"2015-02-06","2015-03-04",450000,470000,465921,2,2,1107,2002,2002,5,NA,1,47618630,-122322860,515
"2015-01-09","2015-01-22",305000,310000,287735,1,1,580,2001,2005,1,NA,1,47615474,-122324275,416
"2015-03-23",NA,341900,NA,NA,2,3,1399,2007,NA,3,NA,1,47730070,-122355460,328
"2015-03-11",NA,NA,NA,NA,1,1,672,2007,2007,1,NA,1,47667617,-122382598,346
"2015-03-12",NA,280000,NA,NA,4,1,1430,1947,NA,1,NA,1,47535020,-122354930,506
"2015-01-22","2015-03-04",875000,875100,309927,NA,NA,212,1968,1990,3,NA,1,47635475,-122345740,1687
"2015-01-21","2015-01-29",949950,874000,847945,NA,NA,5558,1927,1977,2,NA,0,47618759,-122307014,391
"2015-01-16","2015-02-13",415000,425000,409583,3,3,1120,2008,NA,2,NA,1,47610591,-122309804,252
"2015-03-05",NA,600000,NA,NA,4,2,2250,1909,NA,2,NA,1,47613610,-122296560,578
"2015-04-03",NA,399000,NA,NA,2,1.5,1300,1900,NA,2,NA,1,47593735,-122300844,515
"2015-04-03",NA,285000,NA,NA,2,1,742,1989,2005,4,NA,1,47629044,-122345785,222
"2015-01-10","2015-02-17",549950,570000,454788,2,1,1500,1926,NA,1,NA,1,47718622,-122353837,1222
"2015-03-18",NA,1285000,NA,NA,4,3.5,3590,2006,NA,2,NA,1,47676269,-122267097,1186
"2015-03-19",NA,NA,NA,NA,1,1,554,1988,1988,4,NA,1,47709667,-122333353,496
"2015-01-03","2015-02-10",279900,280000,288685,2,2,800,2003,NA,2,NA,1,47697196,-122340577,1031
"2015-01-31",NA,380000,NA,323051,2,1,940,1948,2007,1,6,1,47730220,-122303100,344
"2015-01-10","2015-02-17",549950,570000,454788,2,1,1500,1926,NA,1,NA,1,47718690,-122354110,811
"2015-04-03",NA,999000,NA,NA,5,1.75,2540,1948,NA,1,NA,1,47642607,-122406470,530
"2015-04-05",NA,285900,NA,NA,2,1.5,1136,1997,1997,6,NA,1,47626011,-122356321,162
"2015-01-23","2015-02-26",355000,387500,340699,2,1,819,1987,1997,3,NA,1,47681493,-122324355,1019
"2015-03-04",NA,940000,NA,NA,4,2.5,2780,2012,NA,2,NA,1,47573271,-122394365,116
"2015-03-18",NA,289000,NA,NA,2,1,709,1987,1987,3,NA,1,47619391,-122299497,605
"2015-01-17","2015-03-05",589500,565000,462267,4,2,2070,1940,NA,2,NA,1,47509245,-122386115,273
"2015-02-20",NA,499950,NA,458591,3,1.75,2060,1951,NA,1,NA,1,47563880,-122282591,200
"2015-01-17","2015-02-11",579950,585000,478893,2,2,1980,1981,2006,1,NA,1,47698895,-122369080,856
"2015-01-15",NA,325000,NA,360061,2,1.75,1060,1918,1920,1,8,1,47691360,-122367170,733
"2015-01-16","2015-02-27",575000,585000,567370,3,3,1990,2008,NA,3,NA,1,47602117,-122293496,400
"2015-01-09","2015-02-17",357500,357500,310473,3,1,950,1954,NA,1,NA,1,47501996,-122374150,723
"2015-02-27","2015-03-04",560000,560000,508046,4,1,1470,1945,NA,2,NA,1,47674994,-122392566,127
"2015-01-09","2015-02-06",399950,399950,335735,3,1,960,1906,NA,1,NA,1,47553162,-122365206,514
"2015-04-03",NA,639950,NA,NA,3,0.75,1630,1951,NA,1,NA,1,47713280,-122278640,118
"2015-01-21",NA,1650000,NA,1777159,3,3,3980,1978,1988,2,NA,1,47636580,-122320981,961
"2015-03-21",NA,1200000,NA,NA,4,3,2330,1951,NA,1,NA,1,47684145,-122266854,823
"2015-01-23","2015-02-06",210000,222000,293380,2,1,830,1950,NA,1,NA,1,47723250,-122327580,270
"2015-01-10","2015-02-12",649950,686500,655889,2,2,1390,1928,NA,2,NA,1,47670133,-122288246,2460
"2015-01-13","2015-02-12",199950,222000,189489,1,1,605,1979,1979,4,NA,1,47687300,-122355400,383
"2015-01-27",NA,299000,NA,261630,3,2.5,1370,1998,NA,2,NA,1,47526380,-122365180,622
"2015-04-01",NA,349975,NA,NA,5,1.75,1380,1955,NA,1,NA,1,47527935,-122345108,307
"2015-01-08",NA,NA,NA,379270,2,2,1324,2000,2000,7,NA,1,47599498,-122320343,20
"2015-01-11","2015-03-04",325000,325000,258536,2,1,1070,1942,NA,1,NA,1,47522438,-122349655,120
"2015-03-27",NA,NA,NA,NA,2,1,1200,1951,NA,1,NA,1,47688034,-122281424,10
"2015-03-04",NA,219000,NA,NA,2,1.5,4597,1991,1991,5,NA,1,47626385,-122348231,456
"2015-01-16","2015-02-27",575000,585000,567370,3,3,1990,2008,NA,3,NA,1,47602080,-122293360,304
"2015-02-16","2015-03-02",335000,335000,333121,1,1,619,2006,2006,6,NA,1,47619753,-122322822,367
"2015-03-11",NA,285000,NA,NA,2,2,912,1987,1987,4,NA,1,47693981,-122353591,472
"2015-03-31",NA,679000,NA,NA,3,2.75,2490,1979,2004,1,NA,1,47568660,-122403080,442
"2015-01-18","2015-02-11",325000,328000,298281,1,1,676,2007,2007,1,NA,1,47667850,-122383360,1000
"2015-02-19",NA,NA,NA,274647,1,1,580,2000,2000,1,NA,1,47617224,-122353620,309
"2015-01-22","2015-02-26",365000,365000,363077,3,3,1310,2007,NA,2,NA,1,47573800,-122292780,772
"2015-02-06",NA,NA,NA,404425,2,1,5691,1908,2000,3,NA,1,47612484,-122347783,64
"2015-02-05","2015-02-27",325000,325000,450227,4,1,1640,1928,NA,2,NA,1,47701670,-122353579,701
"2015-04-02",NA,NA,NA,NA,NA,NA,4920,1977,1996,3,NA,1,47567949,-122386375,208
"2015-02-09",NA,NA,NA,202266,1,1,550,1920,NA,1,NA,1,47524409,-122348202,280
"2015-04-06",NA,539000,NA,NA,3,2.5,1570,2007,NA,3,NA,1,47647880,-122396392,412
"2015-03-17",NA,995000,NA,NA,3,2.5,2760,1976,NA,2,NA,1,47512989,-122249286,510
"2015-04-02",NA,750000,NA,NA,4,1.5,2060,1920,1990,2,NA,1,47685699,-122353433,465
"2015-01-28","2015-03-02",615000,615000,390995,3,1,980,1904,NA,2,NA,1,47574490,-122287830,634
"2015-03-13",NA,375000,NA,NA,3,1,1130,1937,NA,1,NA,1,47731335,-122359990,116
"2015-03-03",NA,350000,NA,NA,6,2,2020,1979,NA,1,NA,1,47532842,-122293716,462
"2015-03-30",NA,NA,NA,NA,2,1,1440,1918,NA,2,NA,1,47551349,-122382637,121
"2015-04-06",NA,244900,NA,NA,1,1,554,1987,2006,3,NA,1,47671131,-122380538,573
"2015-04-01",NA,NA,NA,NA,4,2,2100,1923,NA,1,NA,1,47667559,-122318735,335
"2015-02-08",NA,2200000,NA,2352283,2,3,2764,1974,1990,1,NA,1,47629490,-122359890,2740
"2015-03-18",NA,489950,NA,NA,3,2.25,1700,1985,NA,1,NA,1,47716068,-122317131,361
"2015-01-30",NA,419990,NA,313802,1,1,985,1930,1965,3,NA,1,47659090,-122316540,147
"2015-01-29",NA,195000,NA,220325,3,1.75,1540,1946,NA,1,NA,1,47499307,-122264928,223
"2015-02-09","2015-02-24",475000,475000,537830,3,3,1310,2008,NA,2,NA,1,47576800,-122409310,1269
"2015-01-09","2015-01-28",575000,575000,580240,3,3,1760,1994,NA,2,NA,1,47572320,-122376363,2038
"2015-03-24",NA,296900,NA,NA,2,2,901,1907,2000,3,NA,1,47604630,-122322609,508
"2015-02-05",NA,215000,NA,382865,4,1.5,2000,1909,NA,2,NA,1,47568805,-122316364,66
"2015-03-08",NA,475000,NA,NA,1,1.75,1054,2003,2003,13,NA,1,47614746,-122352490,559
"2015-01-06","2015-01-20",625000,703300,633150,4,2,2370,1932,1993,2,10,1,47684652,-122367594,2664
"2015-02-06",NA,NA,NA,225464,NA,1,492,1925,1945,3,NA,1,47621776,-122323387,385
"2015-02-03",NA,625000,NA,522024,3,1,1660,1901,2007,2,NA,1,47622970,-122294004,576
"2015-04-03",NA,720000,NA,NA,4,3.5,2850,1905,1996,2,NA,1,47685522,-122320684,345
"2015-03-24",NA,2475000,NA,NA,4,3,4030,1926,NA,2,NA,1,47628980,-122361155,839
"2015-03-18",NA,485000,NA,NA,1,1.5,1030,1940,1950,1,NA,1,47663270,-122304340,468
"2015-02-15",NA,675000,NA,627578,2,1,1120,1926,2013,1,NA,1,47533290,-122388336,119
"2015-03-07",NA,955000,NA,NA,5,1.75,2320,1946,NA,2,NA,1,47635740,-122280930,964
"2015-04-04",NA,465000,NA,NA,1,2,1232,1999,1999,4,7,1,47627853,-122327125,160
"2015-01-21","2015-01-29",949950,874000,847945,NA,NA,5558,1927,1977,2,NA,0,47618755,-122307005,1677
"2015-01-26","2015-03-02",550000,580000,503981,2,3,1810,2005,NA,2,NA,1,47676692,-122301080,1017
"2015-03-27",NA,624950,NA,NA,3,2.75,2260,1956,NA,2,NA,1,47643828,-122352566,540
"2015-02-01",NA,1250000,NA,854008,5,1.5,2110,1910,NA,2,NA,1,47674703,-122392566,279
"2015-02-22",NA,425000,NA,446976,1,1,560,1940,NA,1,NA,1,47704366,-122335205,287
"2015-02-17",NA,900000,NA,854284,5,2,2130,1940,NA,2,NA,1,47653410,-122413510,704
"2015-02-20",NA,221000,NA,258755,3,2.5,1340,2005,NA,2,NA,1,47528583,-122269000,727
"2015-03-04",NA,349950,NA,NA,1,1,440,1927,NA,1,NA,1,47678143,-122392756,364
"2015-02-23",NA,320000,NA,442861,3,1.75,1950,1926,NA,1,NA,1,47706735,-122347190,231
"2015-01-28",NA,690000,NA,480736,4,2,2080,1947,NA,1,NA,1,47704040,-122371015,214
"2015-02-20",NA,374950,NA,402872,2,1,1200,1942,NA,1,NA,1,47700540,-122351150,455
"2015-03-16",NA,1795000,NA,NA,3,1.75,2910,1950,NA,1,NA,1,47669388,-122408101,1093
"2015-01-15","2015-02-26",420000,420000,371259,5,3,2150,2003,NA,1,NA,1,47537994,-122356483,1000
"2015-03-18",NA,880000,NA,NA,4,2.25,2940,1957,NA,1,NA,1,47638095,-122304485,300
"2015-03-20",NA,569000,NA,NA,4,2,1930,1911,NA,2,NA,1,47615596,-122299140,229
"2015-03-10",NA,900000,NA,NA,4,3,2490,1922,2003,2,NA,1,47662811,-122325820,315
"2015-01-15",NA,449995,NA,315113,3,1.75,1360,1968,NA,1,NA,1,47547570,-122302200,600
"2015-01-02","2015-02-19",299950,305000,289666,3,3,1320,2005,NA,2,NA,1,47537040,-122287010,160
"2015-03-31",NA,NA,NA,NA,3,1.5,1240,1971,NA,1,NA,1,47529513,-122285114,329
"2015-03-27",NA,800000,NA,NA,3,2.25,2850,1947,2008,2,8,1,47691061,-122326035,588
"2015-02-06",NA,274950,NA,246710,2,1,950,1951,NA,1,NA,1,47527973,-122351473,569
"2015-03-20",NA,668000,NA,NA,2,2,1114,1961,1972,6,NA,1,47636868,-122276906,603
"2015-01-17","2015-02-12",495000,530000,536949,2,2,1170,2010,NA,2,NA,1,47619360,-122315710,540
"2015-03-23",NA,595000,NA,NA,3,2.5,2100,1945,NA,2,NA,0,47586480,-122397480,690
"2015-03-02",NA,450000,NA,NA,3,1,1090,1916,NA,2,NA,1,47696930,-122352580,195
"2015-01-04","2015-02-13",425000,425000,428273,3,1,1010,1915,2007,1,NA,1,47573311,-122381057,1365
"2015-04-01",NA,NA,NA,NA,5,2,1540,1909,NA,1,NA,1,47668109,-122316619,180
"2015-03-10",NA,1065000,NA,NA,5,2,2810,1914,2008,2,NA,1,47582647,-122292946,699
"2015-03-17",NA,749950,NA,NA,4,2,2190,1913,NA,2,NA,1,47721283,-122303895,116
"2015-01-23","2015-02-27",698500,725000,656730,3,3,1920,1913,NA,1,NA,1,47623868,-122298026,1358
"2015-01-25","2015-02-18",220000,225000,202649,1,1,570,1960,1960,10,NA,1,47612474,-122322959,377
"2015-02-20",NA,609000,NA,628540,3,3.25,1690,2008,NA,2,NA,1,47639684,-122345321,714
"2015-03-06",NA,212000,NA,NA,2,2,1184,1979,1979,3,NA,1,47713978,-122327333,124
"2015-02-26",NA,750000,NA,862834,4,2.5,2930,1948,NA,1,NA,0,47617632,-122315784,743
"2015-03-15",NA,560000,NA,NA,3,1.75,1560,1952,NA,1,NA,1,47695795,-122293014,216
"2015-01-15","2015-03-04",70000,162225,204063,2,1,678,1989,1995,5,NA,1,47692802,-122355399,140
"2015-03-15",NA,1050000,NA,NA,3,1,1900,1907,NA,2,14,1,47649635,-122374511,184
"2015-01-04",NA,550000,NA,539597,3,3,1540,2009,NA,2,NA,1,47658634,-122402582,304
"2015-03-07",NA,385000,NA,NA,3,1,1010,1918,NA,2,NA,0,47557929,-122362510,517
"2015-04-03",NA,310000,NA,NA,1,1,873,1966,1976,4,NA,1,47639630,-122328880,564
"2015-01-04","2015-02-13",425000,425000,428273,3,1,1010,1915,2007,1,NA,1,47573240,-122380590,1209
"2015-01-08","2015-01-29",779990,799990,599170,2,2,1820,1910,1986,2,NA,1,47685753,-122375842,876
"2015-03-17",NA,995000,NA,NA,2,2.25,1670,2002,NA,2,NA,1,47580935,-122405000,589
"2015-03-06",NA,500000,NA,NA,3,2,1540,1942,NA,1,NA,1,47696991,-122316771,390
"2015-02-17",NA,NA,NA,352617,5,3,1880,1997,NA,1,NA,1,47545249,-122362910,82
"2015-02-05","2015-02-27",338500,334000,417083,1,1,670,1942,2011,1,NA,1,47562408,-122393867,935
"2015-02-13",NA,295000,NA,304336,2,1,750,1948,NA,1,NA,1,47691906,-122371151,149
"2015-01-07","2015-01-26",138000,162000,164658,1,1,781,1984,1984,3,NA,1,47697820,-122326474,521
"2015-03-11",NA,649000,NA,NA,3,1.75,1430,1930,NA,2,NA,1,47683608,-122375228,217
"2015-03-21",NA,438000,NA,NA,2,2,880,1999,2000,1,NA,1,47621605,-122357109,331
"2015-01-24","2015-02-09",399950,442000,395538,2,1,1410,1918,NA,1,NA,1,47553119,-122378593,603
"2015-01-04",NA,1170000,NA,898841,3,2.5,2600,1968,NA,1,NA,1,47670300,-122410065,651
"2015-01-30",NA,1519000,NA,1329681,3,2.5,3360,1924,2006,2,12,1,47574270,-122282390,1202
"2015-01-20","2015-02-09",640000,675000,777748,3,3,1710,1941,NA,1,NA,1,47648058,-122406083,2294
"2015-03-29",NA,650000,NA,NA,3,3.25,1460,2007,NA,3,NA,1,47669090,-122339492,713
"2015-01-31","2015-03-03",1269000,1225000,515689,3,1,1450,1911,NA,2,NA,1,47679570,-122397040,761
"2015-02-20",NA,1875000,NA,1646982,6,2.5,4430,1907,NA,3,NA,1,47627838,-122309013,897
"2015-02-03",NA,625000,NA,522024,3,1,1660,1901,2007,2,NA,1,47622646,-122293940,136
"2015-03-26",NA,479950,NA,NA,2,1.5,1230,1916,1990,2,NA,1,47634140,-122362440,589
"2015-03-31",NA,300000,NA,NA,2,1,1160,1940,NA,1,NA,1,47700713,-122354405,533
"2015-01-31",NA,380000,NA,323051,2,1,940,1948,2007,1,6,1,47730226,-122303104,88
"2015-01-31","2015-02-25",485000,522500,455433,4,3,2370,1977,NA,1,NA,1,47725690,-122306030,1045
"2015-04-06",NA,139000,NA,NA,NA,1,335,1988,2006,4,NA,1,47684242,-122354980,478
"2015-03-27",NA,649950,NA,NA,9,9,6600,1917,NA,2,NA,1,47622020,-122298873,628
"2015-01-09","2015-01-22",305000,310000,287735,1,1,580,2001,2005,1,NA,1,47615799,-122324158,809
"2015-04-06",NA,298000,NA,NA,1,1,618,2008,2008,1,NA,1,47615415,-122351617,142
"2015-01-22","2015-02-19",350000,350000,324113,1,1,641,1993,1999,25,NA,1,47616394,-122349029,832
"2015-03-06",NA,189500,NA,NA,1,1,459,1907,2000,3,NA,1,47604648,-122322769,94
"2015-04-03",NA,659000,NA,NA,3,2,1786,1982,1982,4,NA,1,47663624,-122396545,371
"2015-03-25",NA,475000,NA,NA,2,1,850,1926,NA,1,NA,1,47669390,-122297636,506
"2015-03-18",NA,1285000,NA,NA,4,3.5,3590,2006,NA,2,NA,1,47677030,-122266560,963
"2015-01-02","2015-01-30",384900,418500,348221,2,1,790,1943,NA,1,NA,1,47697289,-122360331,436
"2015-01-22","2015-02-23",614905,614905,551618,3,3,2410,1991,2005,2,10,1,47721096,-122309791,852
"2015-03-06",NA,283000,NA,NA,1,1,598,1982,1992,4,NA,1,47625442,-122359969,556
"2015-01-28",NA,250000,NA,339776,1,1,760,1951,NA,1,NA,1,47585176,-122294319,403
"2015-02-06",NA,419000,NA,383841,1,1,789,1930,1962,3,NA,1,47644792,-122324784,451
"2015-02-23",NA,1050000,NA,1186379,3,2.75,3150,1925,NA,2,NA,1,47634452,-122302352,852
"2015-04-01",NA,385000,NA,NA,2,1,750,1926,NA,1,NA,1,47554635,-122271980,317
"2015-01-02","2015-01-30",425000,436000,458401,4,1,1200,1908,NA,2,NA,1,47537224,-122381601,826
"2015-04-01",NA,279950,NA,NA,2,1,940,1942,NA,1,NA,1,47697940,-122357730,370
"2015-01-20","2015-02-26",259950,275000,260047,3,2,1530,1961,NA,1,NA,1,47510429,-122272910,973
"2015-03-22",NA,NA,NA,NA,NA,NA,NA,1960,1975,10,NA,1,47611442,-122325950,58
"2015-02-05",NA,229900,NA,202357,2,2,912,1979,1979,3,NA,1,47546832,-122376807,165
"2015-01-13","2015-02-12",199950,222000,189489,1,1,605,1979,1979,4,NA,1,47687412,-122355651,710
"2015-03-20",NA,899000,NA,NA,2,1.75,1630,1952,NA,1,NA,1,47571490,-122406650,487
"2015-01-09","2015-02-19",418000,429000,430342,2,1,1186,1930,1965,14,NA,1,47608654,-122323096,1513
"2015-01-16","2015-02-24",193000,189000,162306,1,1,545,1980,1980,4,NA,1,47551200,-122386970,293
"2015-02-20",NA,709500,NA,688192,4,1.75,2120,1941,NA,1,NA,1,47650176,-122394779,321
"2015-03-04",NA,350000,NA,NA,2,1,848,1993,1993,3,NA,1,47670788,-122389089,218
"2015-04-05",NA,NA,NA,NA,2,1.5,1170,1903,NA,2,NA,1,47673312,-122380132,437
"2015-02-27",NA,397000,NA,389634,2,1,760,1942,NA,1,5,1,47646011,-122384276,486
"2015-03-27",NA,895000,NA,NA,6,2.5,3550,1925,NA,2,NA,1,47571990,-122283840,448
"2015-03-09",NA,539500,NA,NA,1,2,1142,2004,2004,4,NA,1,47617042,-122335159,613
"2015-01-07",NA,600000,NA,462989,3,1,1150,1943,NA,1,NA,1,47566478,-122378963,174
"2015-03-10",NA,NA,NA,NA,2,1,1540,1927,NA,1,NA,1,47542708,-122276188,14
"2015-03-16",NA,927000,NA,NA,4,2.25,2040,1959,NA,1,NA,1,47674880,-122285720,698
"2015-03-30",NA,NA,NA,NA,2,2,1029,2001,2001,1,NA,1,47615153,-122351790,443
"2015-01-29","2015-02-26",430000,460000,333551,3,1,1130,1944,NA,1,NA,1,47713115,-122282600,445
"2015-02-03","2015-02-23",640000,709000,665863,3,2,2360,1951,NA,1,NA,1,47713348,-122367004,843
"2015-03-27",NA,479000,NA,NA,3,2.5,1600,2009,NA,3,NA,1,47593381,-122298044,484
"2015-01-22","2015-02-23",614905,614905,551618,3,3,2410,1991,2005,2,10,1,47721100,-122309789,1453
"2015-01-05",NA,900000,NA,605895,3,2.5,1930,2001,NA,2,NA,1,47606624,-122305961,499
"2015-03-19",NA,600000,NA,NA,4,1,1330,1901,NA,2,NA,1,47650042,-122339556,628
"2015-03-14",NA,629000,NA,NA,3,1.5,1710,1926,NA,2,NA,1,47571369,-122384948,532
"2015-03-29",NA,649000,NA,NA,2,2,1240,1901,NA,2,9,0,47614453,-122301598,445
"2015-01-02","2015-02-04",224999,225000,216996,3,3,1020,2004,NA,2,NA,1,47530916,-122360545,224
"2015-01-04","2015-03-02",345900,335750,303355,3,3,2400,1955,NA,1,NA,1,47504461,-122251400,223
"2015-03-04",NA,219000,NA,NA,2,1.5,4597,1991,1991,5,NA,1,47626417,-122348593,195
"2015-02-25",NA,1175000,NA,1011644,4,3.5,3160,1999,NA,2,NA,1,47596210,-122292590,883
"2015-03-10",NA,799950,NA,NA,5,2,2890,1922,NA,2,NA,1,47639595,-122408330,656
"2015-03-13",NA,NA,NA,NA,1,1,715,2003,2003,1,NA,1,47620731,-122356841,228
"2015-01-06","2015-02-10",205000,197500,178264,1,1,815,1974,1974,4,NA,1,47653507,-122390193,379
"2015-03-24",NA,480000,NA,NA,3,2.25,1150,1918,NA,1,NA,1,47521950,-122356560,289
"2015-03-18",NA,485000,NA,NA,1,1.5,1030,1940,1950,1,NA,1,47665316,-122304827,327
"2015-03-26",NA,NA,NA,NA,1,1,701,1979,1979,3,NA,1,47547295,-122376584,387
"2015-04-05",NA,425000,NA,NA,1,1,746,2005,2005,1,NA,1,47611939,-122342390,248
"2015-03-10",NA,700000,NA,NA,2,1.5,1000,1950,2007,1,5,1,47650601,-122368656,377
"2015-01-26",NA,625000,NA,417046,2,1,920,1958,NA,1,NA,1,47668135,-122365580,174
"2015-02-07",NA,1395000,NA,1660670,4,2.5,3520,1929,NA,2,NA,1,47642873,-122412248,865
"2015-01-28","2015-03-02",487000,627000,463466,2,1,830,1927,NA,1,NA,1,47634258,-122395088,621
"2015-01-23","2015-02-26",355000,387500,340699,2,1,819,1987,1997,3,NA,1,47681637,-122323320,814
"2015-01-23","2015-02-27",698500,725000,656730,3,3,1920,1913,NA,1,NA,1,47623866,-122298028,988
"2015-02-25",NA,549950,NA,579783,3,2,1580,2007,NA,3,NA,1,47590271,-122385667,550
