"ListingDate","SalesDate","ListPrice","SaleDollarCnt","ZestimateDollarCnt","BedroomCnt","BathroomCnt","FinishedSquareFeet","YearBuilt","MajorRemodelYear","StoryCnt","RoomTotalCnt","SFR","Latitude","Longitude","PageViews"
"2015-01-14","2015-02-25",365000,407000,427597,3,1,1140,1954,NA,1,NA,1,47708980,-122363433,1349
"2015-01-04","2015-02-13",425000,425000,428273,3,1,1010,1915,2007,1,NA,1,47573310,-122381057,519
"2015-03-18",NA,695000,NA,NA,4,3.75,2870,1914,1989,2,NA,1,47534879,-122382781,446
"2015-01-20","2015-02-26",259950,275000,260047,3,2,1530,1961,NA,1,NA,1,47510320,-122272980,668
"2015-03-19",NA,150000,NA,NA,3,1.75,1440,1954,NA,1,NA,1,47557325,-122362510,296
"2015-01-02","2015-02-04",224999,225000,216996,3,3,1020,2004,NA,2,NA,1,47529376,-122361015,596
"2015-01-07","2015-01-30",699950,700000,649152,2,2,962,1991,1991,24,NA,1,47608646,-122338786,428
"2015-01-07","2015-01-30",649000,726000,613182,2,3,1460,1915,NA,2,NA,1,47664280,-122362400,677
"2015-01-10","2015-01-28",525000,380000,484316,2,2,1370,1982,NA,1,NA,1,47615670,-122291005,605
"2015-02-01",NA,1250000,NA,854008,5,1.5,2110,1910,NA,2,NA,1,47674701,-122392570,737
"2015-03-12",NA,375000,NA,NA,2,1.5,1050,2005,NA,2,NA,1,47603004,-122315742,412
"2015-03-05",NA,324950,NA,NA,2,1,810,1944,NA,1,NA,1,47549495,-122356765,364
"2015-04-06",NA,775000,NA,NA,4,2,1900,1927,1998,2,NA,1,47576825,-122411634,813
"2015-03-04",NA,889000,NA,NA,2,2,1338,1921,1980,4,NA,1,47630013,-122358567,510
"2015-01-06","2015-01-20",625000,703300,633150,4,2,2370,1932,1993,2,10,1,47684650,-122367592,2279
"2015-01-08","2015-02-12",425000,425000,362775,3,3,1400,2009,NA,2,NA,1,47570262,-122288093,671
"2015-01-10","2015-01-29",279500,305000,281738,2,2,830,2005,NA,2,NA,1,47695438,-122304345,548
"2015-01-30","2015-02-27",650000,650000,572056,2,2,1059,1968,1978,7,NA,1,47676440,-122406430,1191
"2015-03-01",NA,549500,NA,NA,3,2.5,1210,2008,NA,3,NA,1,47662220,-122334460,470
"2015-01-16",NA,1299999,NA,1929904,3,3.5,3240,1975,NA,1,NA,1,47733041,-122367142,794
"2015-02-28",NA,395000,NA,387425,2,1,880,1941,NA,1,NA,1,47693965,-122346412,254
"2015-02-21",NA,515000,NA,453858,1,1,954,2007,2007,1,NA,1,47615732,-122336308,364
"2015-03-12",NA,270000,NA,NA,1,1,620,1967,1977,5,NA,1,47621053,-122325126,149
"2015-03-18",NA,NA,NA,NA,1,1,550,1996,1996,5,NA,1,47719058,-122297454,168
"2015-03-28",NA,700000,NA,NA,NA,NA,3720,1969,1985,2,NA,0,47586780,-122313714,150
"2015-01-10","2015-02-02",699950,725000,747005,4,2,2110,1925,2003,2,11,1,47583558,-122387382,716
"2015-01-08","2015-02-06",424950,424950,407811,2,2,1000,2005,NA,3,NA,1,47682263,-122327404,983
"2015-04-03",NA,1595000,NA,NA,4,2.75,3250,1958,1995,1,NA,1,47641040,-122283020,659
"2015-01-23",NA,339950,NA,344624,3,1,1880,1911,NA,2,NA,1,47531270,-122274673,496
"2015-01-18","2015-02-17",379950,380950,356460,2,3,1120,2007,NA,2,NA,1,47578740,-122315320,889
"2015-02-25",NA,599900,NA,614894,5,4,2980,1997,NA,3,NA,1,47550909,-122268303,271
"2015-01-31","2015-03-04",515000,515000,459115,3,2,1660,1954,NA,1,NA,1,47534525,-122383205,1293
"2015-01-17","2015-02-26",550000,530000,515094,3,3,2160,1992,NA,2,NA,1,47729571,-122333042,756
"2015-01-10","2015-02-25",275000,265000,252289,2,2,920,1995,NA,2,NA,1,47707889,-122341837,468
"2015-03-20",NA,874950,NA,NA,2,1,1080,1940,NA,1,NA,1,47690223,-122386790,650
"2015-03-14",NA,NA,NA,NA,1,1,738,2007,2007,1,NA,1,47615970,-122336110,421
"2015-01-30",NA,136900,NA,182865,1,1,634,1982,1982,3,NA,1,47691472,-122307424,495
"2015-03-05",NA,529000,NA,NA,2,1.75,1181,2003,2003,5,NA,1,47625320,-122364970,444
"2015-01-28","2015-02-09",379000,414500,419760,3,1,1050,1941,NA,1,NA,1,47698650,-122316240,1182
"2015-01-15",NA,449995,NA,315113,3,1.75,1360,1968,NA,1,NA,1,47546940,-122301803,309
"2015-01-30",NA,320000,NA,339076,3,1.75,1830,1947,NA,2,NA,1,47531899,-122350793,738
"2015-03-17",NA,5195000,NA,NA,4,2.5,3840,1932,1988,2,NA,1,47623834,-122282550,978
"2015-03-03",NA,449000,NA,NA,3,2,1222,2007,NA,3,NA,1,47609477,-122315841,43
"2015-03-28",NA,399950,NA,NA,3,1.5,1820,1953,NA,2,NA,1,47727092,-122312209,641
"2015-01-12","2015-02-26",384500,369500,376350,3,2,1108,2009,NA,3,NA,1,47696290,-122317690,790
"2015-01-02","2015-01-30",384900,418500,348221,2,1,790,1943,NA,1,NA,1,47697287,-122360333,765
"2015-02-18",NA,650000,NA,599187,3,1,2270,1946,NA,1,NA,1,47688081,-122320081,383
"2015-02-12","2015-02-27",279950,286300,298597,3,3,2000,1964,NA,1,NA,1,47506567,-122258702,1176
"2015-04-02",NA,650000,NA,NA,3,1.75,1850,1952,NA,1,NA,1,47724095,-122362695,484
"2015-03-27",NA,205000,NA,NA,NA,1,572,2000,2002,1,NA,1,47669595,-122376695,295
"2015-03-27",NA,215000,NA,NA,NA,1,467,1930,1970,3,NA,1,47625629,-122364128,533
"2015-01-05","2015-02-27",284950,277500,291036,2,2,1380,2005,NA,3,NA,1,47727414,-122356986,527
"2015-02-05","2015-02-27",338500,334000,417083,1,1,670,1942,2011,1,NA,1,47562410,-122393866,244
"2015-01-20","2015-02-27",785000,785000,711778,4,2,1908,1978,1978,3,NA,1,47640298,-122278594,642
"2015-03-11",NA,469500,NA,NA,3,1.75,1340,1919,NA,2,NA,1,47592164,-122297456,326
"2015-04-05",NA,285900,NA,NA,2,1.5,1136,1997,1997,6,NA,1,47625589,-122356522,640
"2015-03-12",NA,879000,NA,NA,4,2.5,2350,1923,NA,2,NA,1,47634401,-122305114,196
"2015-03-05",NA,650000,NA,NA,4,1.5,2180,1927,NA,2,NA,1,47595698,-122305933,176
"2015-01-17","2015-02-09",549950,610000,505996,3,1,1800,1947,NA,1,NA,1,47686029,-122394769,596
"2015-03-15",NA,1050000,NA,NA,3,1,1900,1907,NA,2,14,1,47649637,-122374513,371
"2015-03-13",NA,219900,NA,NA,2,1,820,1953,NA,1,NA,1,47515635,-122262361,264
"2015-03-21",NA,339000,NA,NA,1,1,930,1924,NA,1,NA,1,47712840,-122296080,146
"2015-03-02",NA,389500,NA,NA,3,1,1290,1926,NA,2,NA,1,47546157,-122277052,110
"2015-01-23","2015-02-27",465000,473000,390996,2,1,940,1942,NA,1,NA,1,47649390,-122384770,533
"2015-03-07",NA,639000,NA,NA,1,1.5,1142,2008,2008,1,NA,1,47617660,-122349197,504
"2015-01-23","2015-02-06",210000,222000,293380,2,1,830,1950,NA,1,NA,1,47723411,-122328186,511
"2015-02-04","2015-02-26",335000,349000,318896,2,3,1130,1990,1990,2,NA,1,47557913,-122382604,749
"2015-03-31",NA,345000,NA,NA,2,1.75,1030,2006,NA,2,NA,1,47539505,-122386611,9
"2015-03-30",NA,NA,NA,NA,1,1,641,2000,2000,1,NA,1,47623060,-122363640,335
"2015-02-20",NA,299999,NA,327892,3,1,1920,1955,NA,1,NA,1,47534408,-122273590,477
"2015-03-25",NA,230000,NA,NA,2,2,1143,1979,1979,5,NA,1,47699960,-122323010,470
"2015-03-12",NA,458000,NA,NA,1,1,800,2007,2007,1,NA,1,47615970,-122336110,687
"2015-03-19",NA,1050000,NA,NA,3,2.5,2740,2012,NA,2,NA,1,47674037,-122371192,275
"2015-01-09","2015-02-18",459950,459950,446958,2,3,1730,2008,NA,4,NA,1,47559240,-122285224,469
"2015-04-04",NA,425000,NA,NA,1,1.5,788,2006,2006,1,NA,1,47618463,-122354483,298
"2015-01-21","2015-02-25",760000,760000,786466,4,4,3090,1992,NA,2,NA,1,47573280,-122286970,1669
"2015-03-28",NA,539000,NA,NA,1,2.25,1348,2005,2005,4,NA,1,47648066,-122323904,274
"2015-03-13",NA,249998,NA,NA,1,1,531,1930,1987,3,NA,1,47618883,-122353934,379
"2015-01-15","2015-02-25",645000,635000,661315,2,2,1267,1998,1998,1,NA,1,47636153,-122277310,741
"2015-03-10",NA,489950,NA,NA,3,2,1543,1981,1995,3,NA,1,47643680,-122349470,29
"2015-03-06",NA,212000,NA,NA,2,2,1184,1979,1979,3,NA,1,47711063,-122327819,416
"2015-02-20",NA,410000,NA,342267,2,1,888,1930,1960,3,NA,1,47625483,-122324075,361
"2015-01-01",NA,369000,NA,337933,3,1,1410,1950,NA,1,NA,1,47716851,-122341379,624
"2015-04-02",NA,NA,NA,NA,2,1.75,898,1977,1983,4,NA,1,47683509,-122355674,58
"2015-01-29","2015-02-24",480000,532500,484163,2,1,820,1924,NA,1,NA,1,47684246,-122348020,170
"2015-02-17",NA,548500,NA,449980,5,1,1740,1924,NA,2,NA,1,47605907,-122299629,253
"2015-01-26",NA,1175000,NA,NA,4,2,1980,1910,NA,2,NA,1,47631797,-122369468,695
"2015-01-11",NA,475000,NA,419351,3,1,1100,1950,NA,1,NA,1,47688262,-122281974,312
"2015-03-19",NA,359000,NA,NA,2,1,770,1950,NA,1,5,1,47721890,-122320940,372
"2015-03-16",NA,374500,NA,NA,2,2,976,1979,1979,3,NA,1,47661830,-122355740,533
"2015-01-08","2015-02-24",407000,387500,378432,2,1,870,1938,NA,1,NA,1,47702486,-122321535,705
"2015-02-23",NA,1495000,NA,1098169,4,1.75,2770,1912,NA,2,NA,1,47647185,-122319619,615
"2015-02-11",NA,325000,NA,330308,1,1,854,2003,2003,1,NA,1,47670070,-122377550,398
"2015-03-19",NA,429000,NA,NA,2,1,960,1940,NA,1,NA,1,47537780,-122374855,443
"2015-01-15","2015-02-26",420000,420000,371259,5,3,2150,2003,NA,1,NA,1,47537990,-122356475,842
"2015-03-19",NA,1485000,NA,NA,4,2.5,2840,1928,NA,2,NA,1,47614513,-122286743,814
"2015-01-30",NA,385000,NA,340731,4,1,2300,1959,NA,1,NA,1,47524251,-122359318,422
"2015-01-07","2015-02-13",289950,289950,247650,NA,1,524,2000,2000,1,NA,1,47619354,-122357126,212
"2015-04-03",NA,875000,NA,NA,3,2,3400,2011,NA,2,NA,1,47699710,-122374000,667
"2015-03-28",NA,458000,NA,NA,3,2.25,1590,1976,NA,1,NA,1,47729507,-122298182,77
"2015-01-16","2015-02-09",1595000,1640000,645794,4,3,3970,1904,NA,2,NA,1,47649830,-122333790,2317
"2015-01-30",NA,NA,NA,428324,3,3.5,1984,2000,NA,3,NA,1,47664727,-122285589,27
"2015-02-20",NA,599950,NA,804647,5,2,3160,1923,NA,2,NA,0,47653955,-122337105,472
"2015-03-23",NA,479950,NA,NA,2,2,1061,2008,2008,1,NA,1,47668807,-122376615,542
"2015-01-16","2015-02-25",278000,285000,233743,1,1,710,1974,1976,23,NA,1,47662220,-122319470,577
"2015-01-15","2015-02-27",624990,705000,615015,4,2,2040,1937,2004,1,NA,1,47688460,-122323895,1007
"2015-02-11",NA,339000,NA,321115,3,1,1150,1947,NA,1,NA,1,47519412,-122376510,506
"2015-03-09",NA,448500,NA,NA,1,2,910,2004,2004,4,NA,1,47617151,-122335300,389
"2015-01-06","2015-02-12",215000,215000,239040,1,1,679,1968,1968,3,NA,1,47629172,-122344008,668
"2015-03-25",NA,695000,NA,NA,2,1,1570,1924,NA,2,NA,1,47595420,-122293614,383
"2015-01-30","2015-02-27",329000,329000,295571,3,1,1200,1928,NA,2,NA,1,47506515,-122249191,296
"2015-02-01",NA,1250000,NA,854008,5,1.5,2110,1910,NA,2,NA,1,47674700,-122392560,669
"2015-01-09",NA,384600,NA,384550,2,2,1056,1947,1985,4,NA,1,47566987,-122409435,225
"2015-04-01",NA,399950,NA,NA,2,0.75,1330,1916,NA,1,NA,1,47566967,-122369925,559
"2015-04-06",NA,798000,NA,NA,5,2,2990,1921,NA,2,NA,1,47644674,-122321896,202
"2015-03-01",NA,899000,NA,NA,3,1.75,2280,1952,2007,1,11,1,47649106,-122413341,616
"2015-01-30","2015-02-27",329000,329000,295571,3,1,1200,1928,NA,2,NA,1,47507240,-122249210,862
"2015-01-15",NA,330000,NA,305130,3,3,1660,2001,NA,2,NA,1,47543359,-122293377,344
"2015-02-20",NA,221000,NA,258755,3,2.5,1340,2005,NA,2,NA,1,47527959,-122268806,450
"2015-01-29",NA,195000,NA,220325,3,1.75,1540,1946,NA,1,NA,1,47499440,-122265490,579
"2015-03-21",NA,285000,NA,NA,NA,1,516,2008,2008,1,NA,1,47618247,-122356193,467
"2015-01-28","2015-02-27",440000,461000,431046,3,2,1270,2007,NA,3,NA,1,47698795,-122317139,1102
"2015-01-17","2015-03-05",499900,499000,447413,4,3,1970,1999,NA,2,NA,1,47594927,-122307609,1131
"2015-03-13",NA,669000,NA,NA,2,1,1700,1914,NA,2,NA,1,47644175,-122368564,711
"2015-03-13",NA,NA,NA,NA,1,1,715,2003,2003,1,NA,1,47619600,-122357121,164
"2015-03-11",NA,519950,NA,NA,3,2.25,1580,1926,NA,3,NA,1,47698712,-122365639,132
"2015-03-28",NA,458000,NA,NA,3,2.25,1590,1976,NA,1,NA,1,47728302,-122297997,326
"2015-03-18",NA,379950,NA,NA,2,3,1160,2007,NA,2,NA,1,47578810,-122315024,483
"2015-02-05","2015-02-23",549000,570500,475945,2,1,1380,1954,NA,2,NA,1,47641551,-122360649,889
"2015-03-27",NA,545000,NA,NA,4,2,2480,1916,NA,2,8,1,47568585,-122392510,640
"2015-01-05",NA,1500000,NA,892735,4,3.75,2090,1910,2005,2,8,1,47671453,-122331759,817
"2015-02-25",NA,215000,NA,215703,2,2,832,1998,2006,4,NA,1,47564593,-122373040,595
"2015-02-06",NA,274950,NA,246710,2,1,950,1951,NA,1,NA,1,47528238,-122351647,180
"2015-03-17",NA,1175000,NA,NA,4,2,2590,1930,NA,2,NA,1,47647008,-122409826,734
"2015-04-02",NA,499000,NA,NA,2,2.25,1370,2000,NA,2,NA,1,47639939,-122319635,518
"2015-01-27",NA,350000,NA,396817,4,1,1080,1918,NA,1,NA,1,47557704,-122396608,448
"2015-03-25",NA,1050000,NA,NA,4,2.25,2740,1953,NA,1,NA,1,47711345,-122278415,506
"2015-01-28","2015-02-09",379000,414500,419760,3,1,1050,1941,NA,1,NA,1,47698809,-122316013,745
"2015-03-09",NA,619000,NA,NA,4,1.5,1400,1924,NA,2,NA,1,47604080,-122296127,176
"2015-04-03",NA,600000,NA,NA,4,1.75,1820,1955,NA,1,NA,1,47646740,-122397580,375
"2015-02-05","2015-02-27",325000,325000,450227,4,1,1640,1928,NA,2,NA,1,47701668,-122353580,522
"2015-03-03",NA,969950,NA,NA,3,1.5,3000,1924,NA,2,NA,1,47582084,-122390190,555
"2015-03-19",NA,425000,NA,NA,2,1,1020,1953,NA,1,NA,1,47582855,-122394605,668
"2015-04-02",NA,234900,NA,NA,NA,1,584,2007,2007,1,NA,1,47616172,-122317276,167
"2015-02-20",NA,499950,NA,458591,3,1.75,2060,1951,NA,1,NA,1,47563491,-122282432,168
"2015-01-03",NA,225000,NA,193048,2,2,852,2000,2000,4,NA,1,47718872,-122318528,557
"2015-01-20","2015-02-17",524950,565000,502464,3,1,1260,1928,NA,2,NA,1,47689334,-122354309,908
"2015-03-28",NA,559000,NA,NA,2,2,1140,1946,NA,1,NA,1,47642180,-122394280,457
"2015-03-27",NA,NA,NA,NA,2,1,1200,1951,NA,1,NA,1,47687530,-122281140,447
"2015-03-17",NA,995000,NA,NA,2,2.25,1670,2002,NA,2,NA,1,47580350,-122405120,1014
"2015-02-25",NA,199000,NA,197528,NA,1,468,1928,1950,4,NA,1,47612238,-122310337,485
"2015-03-26",NA,NA,NA,NA,1,1,701,1979,1979,3,NA,1,47547188,-122376577,402
"2015-03-26",NA,NA,NA,NA,3,1.5,2230,1942,NA,1,NA,1,47515338,-122375831,450
"2015-03-26",NA,425000,NA,NA,5,1,1950,1917,NA,2,NA,1,47551190,-122385700,339
"2015-02-10",NA,399500,NA,412822,4,2,2060,1968,NA,2,NA,0,47563117,-122284634,730
"2015-01-08","2015-01-12",579000,790000,398657,4,4,2930,1905,NA,2,NA,1,47587070,-122310700,484
"2015-03-28",NA,279500,NA,NA,2,1,740,1942,NA,1,NA,1,47515170,-122375570,314
"2015-01-28",NA,900000,NA,598966,3,2,1890,1955,NA,1,NA,1,47576068,-122403974,752
"2015-02-18",NA,525000,NA,552071,5,3.5,2310,2000,NA,2,NA,1,47546302,-122272294,720
"2015-03-14",NA,540000,NA,NA,2,1,760,1922,NA,1,NA,1,47663337,-122356952,212
"2015-01-16","2015-02-13",415000,425000,409583,3,3,1120,2008,NA,2,NA,1,47610563,-122309673,897
"2015-03-08",NA,212000,NA,NA,NA,NA,NA,1979,1979,3,NA,1,47713978,-122327333,353
"2015-02-25",NA,199000,NA,197528,NA,1,468,1928,1950,4,NA,1,47611541,-122310373,435
"2015-01-11","2015-02-19",610000,600000,605125,5,3,2760,1958,NA,1,NA,1,47556550,-122379000,738
"2015-03-19",NA,NA,NA,NA,NA,1,500,2001,2005,1,NA,1,47615474,-122324275,131
"2015-03-03",NA,255000,NA,NA,2,2,1141,1991,1991,3,NA,1,47710288,-122331712,550
"2015-03-21",NA,438000,NA,NA,2,2,880,1999,2000,1,NA,1,47621303,-122356959,217
"2015-03-28",NA,439999,NA,NA,3,2.25,1190,2008,NA,3,NA,1,47654255,-122346435,513
"2015-01-21",NA,370000,NA,333889,2,1,1940,1931,NA,1,NA,1,47546388,-122292815,296
"2015-02-16",NA,225000,NA,205253,NA,1,458,2003,2003,1,NA,1,47670100,-122378667,176
"2015-03-20",NA,550000,NA,NA,3,3.25,1550,2013,NA,2,NA,1,47649345,-122383743,728
"2015-02-26",NA,NA,NA,323505,2,1,700,1925,NA,1,NA,1,47547285,-122390327,400
"2015-04-06",NA,775000,NA,NA,4,2,1900,1927,1998,2,NA,1,47576831,-122411644,480
"2015-01-02",NA,349000,NA,358631,3,1,1230,1922,NA,2,NA,1,47538673,-122362803,512
"2015-02-20",NA,299800,NA,295481,2,1,1310,1944,NA,1,NA,1,47518463,-122376426,361
"2015-03-26",NA,825000,NA,NA,4,3.5,3380,1971,NA,2,NA,1,47581653,-122380371,184
"2015-03-28",NA,429950,NA,NA,5,3.25,2500,1962,NA,1,NA,1,47529758,-122343841,57
"2015-02-20",NA,849950,NA,857268,4,1.5,1700,1931,2000,2,NA,1,47643411,-122299961,685
"2015-01-16","2015-02-06",325000,368000,336175,2,2,930,2002,NA,1,NA,1,47651836,-122400366,799
"2015-01-16","2015-02-24",540000,575700,514773,3,2,1730,1941,NA,1,NA,1,47697898,-122315841,390
"2015-01-10","2015-02-19",520000,520000,521108,3,3,1600,2013,NA,2,NA,1,47604572,-122305113,698
"2015-02-27",NA,700000,NA,567615,3,1.5,1460,1940,NA,1,NA,1,47696193,-122397377,163
"2015-01-20","2015-03-05",375000,367000,312673,4,1,1820,1947,NA,2,NA,1,47518425,-122362890,727
"2015-04-03",NA,298000,NA,NA,NA,1,520,2000,2000,5,NA,1,47618780,-122323120,189
"2015-03-06",NA,189500,NA,NA,1,1,459,1907,2000,3,NA,1,47604880,-122322740,347
"2015-03-24",NA,NA,NA,NA,3,1.75,2250,1905,NA,1,NA,0,47625116,-122316024,416
"2015-02-27",NA,539950,NA,482613,4,1.75,1970,1963,2008,1,NA,1,47727250,-122332985,245
"2015-03-04",NA,639950,NA,NA,2,1,1340,1922,1969,4,NA,1,47628893,-122321057,697
"2015-03-24",NA,799000,NA,NA,4,1.5,1810,1968,NA,1,NA,1,47727680,-122349107,55
"2015-01-16","2015-02-02",400000,429000,471295,2,1,1210,1924,NA,1,NA,1,47671497,-122365432,556
"2015-04-03",NA,875000,NA,NA,3,2,3400,2011,NA,2,NA,1,47700325,-122374026,625
"2015-03-17",NA,250000,NA,NA,1,1.5,1180,2007,NA,2,NA,1,47544600,-122369400,322
"2015-01-24","2015-03-04",209900,210000,197875,2,1,818,1978,1978,3,NA,1,47650820,-122382637,844
"2015-03-06",NA,NA,NA,NA,2,1,1040,1910,NA,2,NA,1,47670303,-122300926,458
"2015-01-09","2015-02-27",309950,319950,332357,2,1,1240,1921,NA,2,NA,1,47525726,-122263481,1255
"2015-03-26",NA,479900,NA,NA,3,3,1477,1992,1992,8,NA,1,47632145,-122342871,456
"2015-03-15",NA,730000,NA,NA,2,1,1110,1922,NA,1,NA,1,47595957,-122291118,759
"2015-01-22","2015-03-04",875000,875100,309927,NA,NA,212,1968,1990,3,NA,1,47635332,-122345927,1922
"2015-03-03",NA,319000,NA,NA,1,1,687,1998,1998,5,NA,1,47675689,-122326074,37
"2015-03-20",NA,435000,NA,NA,3,1.75,1560,1918,NA,1,NA,1,47684625,-122346603,264
"2015-03-19",NA,NA,NA,NA,2,2.5,1960,2008,NA,3,NA,1,47674318,-122374085,145
"2015-03-25",NA,NA,NA,NA,1,1,4375,2002,2002,1,NA,1,47655731,-122347056,262
"2015-04-03",NA,NA,NA,NA,2,2,808,1996,1996,5,NA,1,47719139,-122297401,328
"2015-03-26",NA,479950,NA,NA,3,1,1040,1941,NA,1,8,1,47563880,-122393550,383
"2015-03-20",NA,869900,NA,NA,3,2.5,2610,1990,NA,2,NA,1,47603477,-122291937,310
"2015-03-23",NA,495000,NA,NA,4,1.75,1550,1944,NA,1,NA,1,47656770,-122399420,512
"2015-02-06",NA,625000,NA,552418,3,1.75,2620,1948,NA,1,NA,1,47723496,-122358513,164
"2015-04-01",NA,1189950,NA,NA,4,1,1090,1921,NA,2,NA,1,47656544,-122356879,447
"2015-02-17",NA,NA,NA,352617,5,3,1880,1997,NA,1,NA,1,47545258,-122362915,93
"2015-03-16",NA,499000,NA,NA,2,2,1127,1997,1997,5,NA,1,47609248,-122344717,417
"2015-01-28","2015-02-09",379000,414500,419760,3,1,1050,1941,NA,1,NA,1,47698805,-122316010,944
"2015-04-03",NA,399950,NA,NA,3,2,1680,1910,NA,2,NA,1,47563499,-122289993,197
"2015-01-10","2015-02-04",599000,610000,761326,4,3,2640,1947,NA,1,NA,1,47588198,-122290154,1248
"2015-01-24","2015-03-04",209900,210000,197875,2,1,818,1978,1978,3,NA,1,47650563,-122382194,106
"2015-01-15","2015-02-25",645000,635000,661315,2,2,1267,1998,1998,1,NA,1,47636670,-122277220,798
"2015-01-24","2015-02-09",399950,442000,395538,2,1,1410,1918,NA,1,NA,1,47552900,-122378880,284
"2015-03-19",NA,1485000,NA,NA,4,2.5,2840,1928,NA,2,NA,1,47614515,-122286735,979
"2015-02-18",NA,1650000,NA,1421915,4,1.5,3520,1926,NA,3,NA,1,47628810,-122306381,1212
"2015-01-09","2015-02-27",460000,450000,409695,2,2,1020,2008,NA,3,NA,1,47679977,-122347729,458
"2015-04-03",NA,294900,NA,NA,3,2,1630,1951,NA,2,NA,1,47733956,-122333365,533
"2015-01-22","2015-03-04",875000,875100,309927,NA,NA,212,1968,1990,3,NA,1,47634490,-122346820,1339
"2015-01-10","2015-02-04",599000,610000,761326,4,3,2640,1947,NA,1,NA,1,47588195,-122290145,378
"2015-01-10","2015-02-10",594000,615500,547831,3,2,1810,1958,NA,1,NA,1,47681920,-122287387,1276
"2015-02-25",NA,1195000,NA,1239766,3,2.5,2380,1990,NA,2,NA,1,47585256,-122290726,423
"2015-03-31",NA,1495000,NA,NA,5,3,3810,1999,NA,2,NA,1,47674114,-122287818,774
"2015-01-22","2015-02-27",749950,800000,392938,2,1,840,1920,NA,1,NA,1,47694412,-122346462,1198
"2015-02-02",NA,340000,NA,331592,2,1.5,1000,2005,NA,2,NA,1,47570876,-122288486,369
"2015-03-26",NA,395000,NA,NA,2,1,540,1905,NA,1,NA,1,47673040,-122383080,134
"2015-02-20","2015-03-02",625000,704000,458420,3,1,1140,1926,NA,2,NA,1,47682224,-122309174,592
"2015-02-25",NA,299950,NA,289404,1,1,887,1981,1981,3,5,1,47612782,-122312485,434
"2015-01-06","2015-02-27",639950,615000,626458,3,2,2660,1951,NA,1,NA,1,47699346,-122378146,1299
"2015-01-26","2015-02-06",489950,535000,503155,3,4,1930,2007,NA,3,NA,1,47671027,-122380028,1721
"2015-02-23",NA,779000,NA,651919,3,1.75,2190,1957,2007,1,10,1,47528381,-122390775,413
"2015-01-11","2015-02-26",575000,570000,489392,2,2,1060,2004,NA,2,NA,1,47619602,-122298034,526
"2015-03-21",NA,1250000,NA,NA,5,3.5,3510,2008,NA,2,NA,1,47669010,-122282250,1044
"2015-01-20","2015-02-19",789000,856000,581511,3,2,1480,1928,NA,2,NA,1,47623030,-122304220,995
"2015-01-07",NA,215000,NA,329748,2,1,801,1968,1980,4,NA,1,47588287,-122316072,284
"2015-02-26",NA,925000,NA,776966,4,3.75,2400,1924,2005,1,NA,0,47629506,-122345912,644
"2015-02-20",NA,799950,NA,781402,4,2.5,2650,2007,NA,2,NA,1,47560496,-122395874,146
"2015-01-28","2015-02-12",335000,347650,291806,1,1,655,1984,1984,4,NA,1,47620260,-122325400,425
"2015-01-24","2015-02-13",475000,502500,422930,2,2,1146,1993,1993,1,NA,1,47647016,-122333743,708
"2015-01-29","2015-03-04",825000,930000,773216,3,2,2460,1925,NA,1,NA,1,47659740,-122337300,758
"2015-03-16",NA,1198000,NA,NA,4,2.25,3010,1950,1972,2,NA,1,47679858,-122267669,671
"2015-01-23","2015-02-06",425000,442500,421394,4,3,1970,1960,NA,1,NA,1,47724875,-122298130,714
"2015-02-18",NA,459000,NA,469025,3,3,2440,2006,NA,2,NA,1,47546800,-122370500,471
"2015-01-07","2015-01-27",639000,675000,683590,4,4,2140,2005,NA,3,NA,1,47673206,-122379934,1905
"2015-01-15","2015-01-30",740000,733000,667360,6,3,2730,1962,NA,1,NA,0,47675054,-122379929,782
"2015-02-10",NA,NA,NA,255727,2,1,820,1953,NA,1,NA,1,47511427,-122372074,53
"2015-02-25",NA,199000,NA,197528,NA,1,468,1928,1950,4,NA,1,47612220,-122310270,354
"2015-03-17",NA,300000,NA,NA,1,1,648,1965,1970,3,NA,1,47622127,-122317092,499
"2015-02-05","2015-02-27",709000,709000,720138,3,3,2780,1913,NA,2,NA,1,47563195,-122270209,926
"2015-04-05",NA,950000,NA,NA,3,3,2060,1940,NA,2,12,1,47645559,-122409225,140
"2015-03-04",NA,350000,NA,NA,2,1,848,1993,1993,3,NA,1,47670688,-122388504,558
"2015-02-20","2015-03-02",625000,704000,458420,3,1,1140,1926,NA,2,NA,1,47682224,-122309177,654
"2015-04-02",NA,NA,NA,NA,2,2,1140,1980,1990,18,NA,1,47616100,-122349340,333
"2015-03-01",NA,540000,NA,NA,3,1,1970,1951,NA,1,NA,1,47529052,-122387107,270
"2015-04-04",NA,465000,NA,NA,1,2,1232,1999,1999,4,7,1,47627441,-122326481,8
"2015-02-27",NA,999950,NA,1141382,4,2.5,3290,1991,NA,3,NA,1,47587799,-122384239,1190
"2015-01-02","2015-02-20",889000,866500,400614,4,4,3080,1943,NA,2,NA,1,47566225,-122379155,2072
"2015-01-09","2015-02-23",629900,665000,686694,3,1,2580,1925,NA,2,NA,1,47577763,-122289051,1882
"2015-01-16","2015-02-26",850000,955673,805473,3,3,1920,1917,2003,2,9,1,47640870,-122352870,860
"2015-03-10",NA,865000,NA,NA,4,1.5,1850,1929,NA,2,NA,1,47637575,-122307127,696
